iter	Passed	Remaining
393	488	751
394	489	749
395	490	747
396	491	746
397	492	744
398	493	742
399	494	741
400	495	740
401	496	738
402	497	736
403	498	734
404	499	733
405	499	731
406	500	729
407	501	727
408	502	726
409	503	724
410	504	722
411	505	720
412	505	719
413	506	717
414	507	715
415	508	714
416	509	712
417	510	711
418	511	709
419	512	707
420	513	706
421	514	704
422	515	702
423	516	701
424	517	699
425	517	697
426	518	696
427	519	694
428	520	693
429	521	691
430	522	689
431	523	688
432	524	686
433	525	685
434	526	683
435	527	681
436	527	680
437	528	678
438	529	676
439	530	675
440	531	673
441	532	671
442	533	670
443	533	668
444	534	666
445	535	665
446	536	663
447	537	662
448	538	660
449	539	658
450	539	657
451	540	655
452	541	654
453	542	652
454	543	650
455	544	649
456	544	647
457	545	646
458	546	644
459	547	642
460	548	641
461	549	639
462	550	638
463	551	636
464	552	635
465	553	633
466	553	632
467	554	630
468	555	629
469	556	627
470	557	625
471	558	624
472	558	622
473	559	621
474	560	619
475	561	618
476	562	616
477	563	615
478	563	613
479	564	611
480	565	610
481	566	608
482	567	607
483	568	605
484	569	604
485	569	602
486	570	601
487	571	599
488	572	598
489	573	596
490	574	595
491	575	593
492	575	592
493	576	590
494	577	589
495	578	587
496	579	586
497	580	584
498	580	583
499	581	581
500	582	580
501	583	578
502	584	577
503	585	575
504	585	574
505	586	573
506	587	571
507	588	570
508	589	568
509	590	567
510	591	565
511	592	564
512	592	562
513	593	561
514	594	560
515	595	558
516	596	557
517	597	555
518	598	554
519	599	553
520	600	551
521	600	550
522	601	548
523	602	547
524	603	546
525	604	544
526	605	543
527	606	541
528	607	540
529	608	539
530	608	537
531	609	536
532	610	535
533	611	533
534	612	532
535	613	530
536	614	529
537	615	528
538	615	526
539	616	525
540	617	523
541	618	522
542	619	521
543	620	519
544	620	518
545	621	517
546	622	515
547	623	514
548	624	513
549	625	511
550	626	510
551	627	509
552	628	507
553	628	506
554	629	504
555	630	503
556	631	502
557	632	500
558	633	499
559	634	498
560	634	496
561	635	495
562	636	494
563	637	492
564	638	491
565	639	490
566	640	488
567	640	487
568	641	486
569	642	484
570	643	483
571	644	482
572	645	480
573	645	479
574	646	478
575	647	476
576	648	475
577	649	474
578	650	472
579	650	471
580	651	470
581	652	468
582	653	467
583	654	466
584	655	464
585	656	463
586	657	462
587	658	461
588	659	459
589	659	458
590	660	457
591	661	456
592	662	454
593	663	453
594	664	452
595	665	450
596	665	449
597	666	448
598	667	446
599	668	445
600	669	444
601	670	443
602	671	441
603	671	440
604	672	439
605	673	438
606	674	436
607	675	435
608	676	434
609	677	433
610	678	431
611	678	430
612	679	429
613	680	427
614	681	426
615	682	425
616	683	424
617	684	422
618	685	421
619	686	420
620	686	419
621	687	417
622	688	416
623	689	415
624	690	414
625	691	412
626	691	411
627	692	410
628	693	409
629	694	407
630	695	406
631	695	405
632	696	403
633	697	402
634	698	401
635	699	400
636	700	399
637	701	397
638	701	396
639	702	395
640	703	394
641	704	392
642	705	391
643	706	390
644	707	389
645	708	388
646	709	386
647	709	385
648	710	384
649	711	383
650	712	382
651	713	380
652	714	379
653	715	378
654	716	377
655	716	375
656	717	374
657	718	373
658	719	372
659	720	371
660	721	369
661	722	368
662	723	367
663	723	366
664	724	365
665	725	363
666	726	362
667	727	361
668	728	360
669	729	359
670	730	357
671	730	356
672	731	355
673	732	354
674	733	353
675	734	352
676	735	350
677	736	349
678	736	348
679	737	347
680	738	345
681	739	344
682	740	343
683	741	342
684	741	341
685	742	340
686	743	338
687	744	337
688	745	336
689	746	335
690	747	334
691	748	332
692	748	331
693	749	330
694	750	329
695	751	328
696	752	327
697	753	325
698	754	324
699	754	323
700	755	322
701	756	321
702	757	320
703	758	318
704	759	317
705	759	316
706	760	315
707	761	314
708	762	312
709	763	311
710	764	310
711	765	309
712	765	308
713	766	307
714	767	305
715	768	304
716	769	303
717	770	302
718	770	301
719	771	300
720	772	299
721	773	297
722	774	296
723	775	295
724	776	294
725	776	293
726	777	292
727	778	290
728	779	289
729	780	288
730	781	287
731	782	286
732	783	285
733	784	284
734	784	282
735	785	281
736	786	280
737	787	279
738	788	278
739	789	277
740	790	276
741	790	275
742	791	273
743	792	272
744	793	271
745	794	270
746	795	269
747	796	268
748	797	267
749	798	266
750	798	264
751	799	263
752	800	262
753	801	261
754	802	260
755	803	259
756	804	258
757	805	257
758	805	255
759	806	254
760	807	253
761	808	252
762	809	251
763	810	250
764	811	249
765	812	248
766	812	246
767	813	245
768	814	244
769	815	243
770	816	242
771	817	241
772	818	240
773	818	239
774	819	238
775	820	236
776	821	235
777	822	234
778	823	233
779	824	232
780	825	231
781	825	230
782	826	229
783	827	228
784	828	226
785	829	225
786	830	224
787	831	223
788	832	222
789	833	221
790	834	220
791	834	219
792	835	218
793	836	217
794	837	215
795	838	214
796	839	213
797	840	212
798	841	211
799	842	210
800	843	209
801	843	208
802	844	207
803	845	206
804	846	205
805	847	203
806	848	202
807	849	201
808	850	200
809	850	199
810	851	198
811	852	197
812	853	196
813	854	195
814	855	194
815	856	193
816	857	192
817	857	190
818	859	189
819	860	188
820	861	187
821	862	186
822	863	185
823	864	184
824	865	183
825	866	182
826	867	181
827	868	180
828	869	179
829	870	178
830	871	177
831	872	176
832	873	175
833	874	174
834	875	173
835	876	171
836	877	170
837	878	169
838	879	168
839	880	167
840	881	166
841	882	165
842	883	164
843	884	163
844	885	162
845	886	161
846	887	160
847	889	159
848	890	158
849	891	157
850	892	156
851	893	155
852	894	154
853	895	153
854	896	152
855	897	150
856	898	149
857	899	148
858	900	147
859	901	146
860	902	145
861	903	144
862	904	143
863	905	142
864	906	141
865	907	140
866	909	139
867	910	138
868	911	137
869	912	136
870	913	135
871	914	134
872	915	133
873	917	132
874	918	131
875	919	130
876	920	129
877	921	128
878	922	126
879	923	125
880	924	124
881	925	123
882	926	122
883	926	121
884	927	120
885	928	119
886	929	118
887	930	117
888	931	116
889	932	115
890	933	114
891	933	113
892	934	112
893	935	110
894	936	109
895	937	108
896	938	107
897	939	106
898	940	105
899	941	104
900	942	103
901	942	102
902	943	101
903	944	100
904	945	99
905	946	98
906	947	97
907	947	96
908	948	94
909	949	93
910	950	92
911	951	91
912	952	90
913	953	89
914	953	88
915	954	87
916	955	86
917	956	85
918	957	84
919	958	83
920	959	82
921	960	81
922	961	80
923	962	79
924	962	78
925	963	77
926	964	75
927	965	74
928	966	73
929	967	72
930	968	71
931	969	70
932	970	69
933	970	68
934	971	67
935	972	66
936	973	65
937	974	64
938	974	63
939	975	62
940	976	61
941	977	60
942	978	59
943	979	58
944	980	57
945	981	56
946	982	54
947	983	53
948	983	52
949	985	51
950	985	50
951	986	49
952	987	48
953	988	47
954	989	46
955	990	45
956	991	44
957	992	43
958	992	42
959	993	41
960	994	40
961	995	39
962	996	38
963	997	37
964	998	36
965	999	35
966	1000	34
967	1001	33
968	1002	32
969	1003	31
970	1003	29
971	1004	28
972	1005	27
973	1006	26
974	1007	25
975	1008	24
976	1009	23
977	1010	22
978	1010	21
979	1012	20
980	1013	19
981	1013	18
982	1014	17
983	1015	16
984	1016	15
985	1017	14
986	1018	13
987	1019	12
988	1020	11
989	1020	10
990	1021	9
991	1022	8
992	1023	7
993	1024	6
994	1025	5
995	1025	4
996	1026	3
997	1027	2
998	1028	1
999	1029	0
